datetime,latitude,longitude
2022-07-21 08:50:28+00:00,10.92641059,-85.7963883
2022-07-21 08:52:11+00:00,10.92657505,-85.79630809
2022-07-21 08:53:41+00:00,10.92647471,-85.79636224
2022-07-21 08:53:43+00:00,10.92641193,-85.79637632
2022-07-21 08:53:54+00:00,10.92626466,-85.796422
2022-07-21 08:54:06+00:00,10.92620733,-85.79644974
2022-07-21 08:54:15+00:00,10.92617867,-85.79645762
2022-07-21 08:54:26+00:00,10.92616282,-85.79649073
2022-07-21 08:54:41+00:00,10.92615386,-85.79653817
2022-07-21 08:54:56+00:00,10.92615008,-85.79659718
2022-07-21 08:55:09+00:00,10.926178,-85.79662174
2022-07-21 08:55:25+00:00,10.92623432,-85.79663322
2022-07-21 08:55:38+00:00,10.92627497,-85.79663104
2022-07-21 08:55:59+00:00,10.92634907,-85.79664177
2022-07-21 08:56:12+00:00,10.9263914,-85.79665057
2022-07-21 08:56:25+00:00,10.92642736,-85.79666382
2022-07-21 08:56:36+00:00,10.92645963,-85.79667295
2022-07-21 08:56:52+00:00,10.92651126,-85.79668217
2022-07-21 08:57:09+00:00,10.92656331,-85.79668066
2022-07-21 08:57:24+00:00,10.92657069,-85.79672559
2022-07-21 08:57:40+00:00,10.92652911,-85.79675635
2022-07-21 08:57:57+00:00,10.92644915,-85.79672216
2022-07-21 08:58:16+00:00,10.92634555,-85.79664865
2022-07-21 08:58:31+00:00,10.92625117,-85.79664261
2022-07-21 08:58:37+00:00,10.92622686,-85.79664437
2022-07-21 08:58:48+00:00,10.92619241,-85.79665384
2022-07-21 08:59:08+00:00,10.92616316,-85.79667111
2022-07-21 09:05:15+00:00,10.92574239,-85.79644388
2022-07-21 09:07:37+00:00,10.92560224,-85.79656374
2022-07-21 09:33:49+00:00,10.92536814,-85.79575161
2022-07-21 09:34:50+00:00,10.92567768,-85.79522875
2022-07-21 09:34:51+00:00,10.92568715,-85.795229
2022-07-21 09:34:54+00:00,10.92569461,-85.79522314
2022-07-21 09:35:00+00:00,10.92569604,-85.79524627
2022-07-21 09:35:15+00:00,10.92574373,-85.79527586
2022-07-21 09:44:38+00:00,10.92571372,-85.79516807
2022-07-21 09:44:50+00:00,10.92563719,-85.79532431
2022-07-21 09:44:57+00:00,10.9255973,-85.79539253
2022-07-21 09:45:06+00:00,10.92558858,-85.79534677
2022-07-21 09:45:17+00:00,10.92558062,-85.79531324
2022-07-21 09:45:28+00:00,10.92556058,-85.79528701
2022-07-21 09:45:38+00:00,10.92552639,-85.79524954
2022-07-21 09:45:47+00:00,10.92549479,-85.79522724
2022-07-21 09:45:56+00:00,10.92547132,-85.79519707
2022-07-21 09:46:04+00:00,10.92545849,-85.79517167
2022-07-21 09:46:18+00:00,10.92540502,-85.79512884
2022-07-21 09:46:28+00:00,10.92537476,-85.79510369
2022-07-21 09:46:36+00:00,10.9253647,-85.79508324
2022-07-21 09:46:52+00:00,10.92531935,-85.79502918
2022-07-21 09:47:03+00:00,10.92529546,-85.79498752
2022-07-21 09:47:15+00:00,10.92527753,-85.79494377
2022-07-21 09:47:25+00:00,10.92525917,-85.79492348
2022-07-21 09:47:32+00:00,10.92524174,-85.79489842
2022-07-21 09:47:38+00:00,10.92523662,-85.7948752
2022-07-21 09:47:46+00:00,10.92522413,-85.79484218
2022-07-21 09:47:53+00:00,10.92522313,-85.79483044
2022-07-21 09:48:08+00:00,10.9252264,-85.79482944
2022-07-21 09:48:35+00:00,10.9252782,-85.79493262
2022-07-21 09:48:44+00:00,10.92531684,-85.79500009
2022-07-21 09:48:51+00:00,10.92533084,-85.79504209
2022-07-21 09:48:59+00:00,10.9253507,-85.79508676
2022-07-21 09:49:07+00:00,10.92536705,-85.79513689
2022-07-21 09:49:17+00:00,10.92538037,-85.79515591
2022-07-21 09:49:31+00:00,10.92539705,-85.7952052
2022-07-21 09:49:37+00:00,10.92539563,-85.79523495
2022-07-21 09:49:46+00:00,10.92541868,-85.79526396
2022-07-21 09:49:59+00:00,10.92546226,-85.79531701
2022-07-21 09:50:04+00:00,10.92547249,-85.7953316
2022-07-21 09:50:11+00:00,10.92549445,-85.79535842
2022-07-21 09:50:19+00:00,10.92550971,-85.79538843
2022-07-21 09:50:24+00:00,10.92552773,-85.79538725
2022-07-21 09:50:32+00:00,10.92554952,-85.79542506
2022-07-21 09:50:40+00:00,10.92558238,-85.7954466
2022-07-21 09:50:51+00:00,10.92561062,-85.79548197
2022-07-21 09:51:03+00:00,10.92562722,-85.79552044
2022-07-21 09:51:11+00:00,10.92562999,-85.79552899
2022-07-21 09:54:49+00:00,10.92588245,-85.79552128
2022-07-21 09:54:50+00:00,10.92589393,-85.79554198
2022-07-21 09:54:57+00:00,10.92594934,-85.79565204
2022-07-21 10:05:25+00:00,10.92530133,-85.79809695
2022-07-21 10:05:26+00:00,10.92529806,-85.79809385
2022-07-21 10:05:41+00:00,10.92528189,-85.79805848
2022-07-21 10:05:53+00:00,10.925302,-85.79802839
2022-07-21 10:06:00+00:00,10.92530862,-85.7980154
2022-07-21 10:06:09+00:00,10.92529756,-85.79800283
2022-07-21 10:06:25+00:00,10.92523956,-85.79802303
2022-07-21 10:06:43+00:00,10.92523537,-85.79808145
2022-07-21 10:07:06+00:00,10.92525984,-85.79815554
2022-07-21 10:07:28+00:00,10.92529396,-85.79821522
2022-07-21 10:07:39+00:00,10.92532053,-85.79824825
2022-07-21 10:07:51+00:00,10.92534391,-85.79828605
2022-07-21 10:08:10+00:00,10.92537643,-85.79833441
2022-07-21 10:08:22+00:00,10.92538121,-85.79836342
2022-07-21 10:20:59+00:00,10.92514895,-85.79827356
2022-07-21 10:23:36+00:00,10.92524802,-85.79842745
2022-07-21 10:26:15+00:00,10.92533553,-85.79858864
2022-07-21 10:29:17+00:00,10.92536897,-85.79878662
2022-07-21 10:32:37+00:00,10.92551105,-85.79891084
2022-07-21 10:44:42+00:00,10.92580475,-85.79893263
2022-07-21 10:48:49+00:00,10.92606526,-85.79897664
2022-07-21 10:52:41+00:00,10.92631378,-85.79898619